content,score,label
temen kerja ku setiap hari,5,positif
keren yg penting ngga berbayar,5,positif
"dulu gak masalah sama iklannya, tapi sekarang bahkan engga bisa milih lagu yang disuka, dan skip nya terbatas banget",1,negatif
bagus,5,positif
Aku suka ada kereta api Aku nggak suka,4,positif
kikir bjir,1,negatif
kikir,1,negatif
banyak yang ngga aku sukai,3,netral
bagus banyak musik yang aku ingin contoh golden faded lose my mind dan ferrari,5,positif
update lagu dan aplikasi gampang di gunakan,5,positif
Saya suka musik nya👍,4,positif
seru banget buat dengerin lagu di Spotify,5,positif
sering kali tidak bisa dibuka,1,negatif
seru tapi banyak iklan nya 😭😭😭 ..... .... . ....,5,positif
Karna lagunya lengkap semua,5,positif
boikot,1,negatif
good,5,positif
"bagus klo ad prem doang, klo g ad busuk bener2 busuk iklan panjang kualitas jelek. (#prem ak abis)",1,negatif
seruu bisa ngesad,5,positif
lagu nya banyak yang aku suka seperti lagu peria solo aplolut sinema 🤚😏🤚,5,positif
"apk dengerin iklan, dong0",1,negatif
KENAPA MILIH LAGI HARUS BANGET BAYAR SEBANYAK ITU??? UANG SEGITU UDAH BISA BELI ALAT RUMAH TANGGA LHO! tolong.... hapus... fitur itu... tolong.,1,negatif
lagunya tidak bisa,1,negatif
kikir amat lama lama,1,negatif
nice mate,5,positif
lagu nya enak di dengar buat main gameff,5,positif
mantap,5,positif
enakkkk ini buat saddd,5,positif
"banyakkk iklan!!!! satu lagu doang langsung 3 liklan, gua mau dengerin musik bukan iklan, mentang mentang pengguna geratis, di kasih iklan mulu",1,negatif
bahus bagus,5,positif
bagus bngt,5,positif
iklan mulu jangan di download mending yt aja,1,negatif
enk didengarkan tanpa iklan,5,positif
banyak iklanya sampe 4,1,negatif
bagus,5,positif
kok iklannya makin banyak sih? se pelit itu yaa?,2,negatif
bagus banget aku bisa sepuasnya mendengarkan lagu saat hp mati,5,positif
cuih iklan nya kagak ngotak.,1,negatif
bgs hebat,5,positif
"spotify sangat lah terbaik,hanya disini lah hati ku yg hancur jadi membaik",5,positif
sampah udah gak gratis,1,negatif
"eh iklan nya kurangin ngapa, kikir banget lu, maksa tau gak? masa gua baru dengerin 2 lagu dari playlist gua langsung dikasih iklan, mana sampe 4 lagi iklan nya, gak ngotak",1,negatif
bagus banget,5,positif
full iklan apk anjengg,1,negatif
baguss banget bikin ketagihan,5,positif
boikot ah males 😭🙏🏻,1,negatif
terlalu banyak iklan monyed🤬🤬,1,negatif
bagus sih kok banyak iklan nya jadi sebell 😞😞😭😭😊😊,5,positif
bagus banget untuk mendengarkan lagu setiap hari,5,positif
BOIKOT,1,negatif
best,5,positif
iklan ga ngotak males gue,1,negatif
lagu nya bgus,5,positif
aplikasinya bagus utk mendengarkan musikk,5,positif
👍👍👍,5,positif
"Lagunya campur "" jelek males ah kasih bintang semua dan banyak iklan 4 kali 3 kali putar kalau 1 iklan 50 lagu baru kasih 5 bintang",1,negatif
Mantappp,5,positif
bikin terhiburr,5,positif
Good,5,positif
woi admin kenapa ya misal nih kita punya playlist sendiri nyetel lagu kesukaan kita tpi pas selesai di akhir lagu malah pindah ke lagu lain yg kita ga tau dan gak suka tpi di tablet saya bikin akun spotify bikin playlist jga tpi lagunya ga pindah pindah kayak di handphone saya yg ini tolong ya admin perbaiki ini saya tidak suka sama hal ini,1,negatif
gilaaa bgt spotify skrgg iklan nya ga ngotakkk bgttt yg awalnya cuma 1 2 skrgg sampe 4 iklan nyetel musik baru 1 doang iklan nya ga kira²!!! sekalian aja musiknya ga ush di playy,1,negatif
apk ini saya tidak bisa dibuka,1,negatif
jelek,1,negatif
ya bagus langsung download aja😹,4,positif
sangat enak untuk dengar lagu nya,5,positif
bagus dan cepat memilih lagu,5,positif
bagus tapi jangan ada iklan,4,positif
"saya sudh lama tdk buka spotfy (udh ada 5 harian) pas saya ingin mendengar musik dan memilih musik 1 kali namun tdk bsa, malah ada tulisan ""pilih lagu untuk di putar lagi besok"" padahal saya baru milih lagu hari ini, tlg ya knp itu",2,negatif
boikot,1,negatif
tolong diperbaiki lagi jika ada masalah yng dari thn² kmrn,3,netral
"bagus, tapi boikot",3,netral
jelek,1,negatif
"tiap ganti lagu iklan mulu anj,kalo lagu yang kita play udah selesai malah lagu luar yang gajelas yg ke play otomatis ,mau ganti lagu iklan dulu",5,positif
apknya bagus buat dengerin lagu kesukaan,5,positif
plccc kuranginnn iklaannn muakkk tauu gakkk,3,netral
bagus,5,positif
seru bet banyak lagu nya dan lagu nya semua bagus banget,5,positif
aplikasi nya bagus,5,positif
👍,5,positif
"good job ,",5,positif
bahagia lagi 😓,5,positif
"buat player gratisan, kalian ga akan merdeka kalo pake apk ini wkwk saran ku mending download apk sebelah (udah gratis, bisa puter lagu sepuasnya tanpa iklan yg mengganggu, perbaikan buat masalah/bug nya cepet, kualitas audio lebih oke, grafik mantep). ketimbang ni apk red flag awokawok",1,negatif
ini aplikasi yang sangat hebat kita bisa mendengar musik sambil membuka aplikasi lain,5,positif
🙏,1,negatif
aplikasi ini bagus banget untuk mendengar lagu yang enak 😊,5,positif
"kikir banget nih Spotify lama"", yang semula iklan 2× nambah jadi 3× dan sekarang 4× dan untuk dengerin lagu aja udah gak bisa sesuai keinginan dan harus di random dari Spotify nya dan harus premium dulu baru bisa dengerin lagu sesuai keinginan. Ya kalau itu sebenarnya gak masalah tapi kalau beli premium cuma buat dengerin lagu pas mood paling gak kan 2-3 hari habis itu dah beda lagi",1,negatif
masak pas buat akun g bisa di apalah gj,1,negatif
"ini cuma buat puter lagu Kanapa di batasin ya padahal dulu engak,jadi bakalan sepi ni Spotify nya",1,negatif
"seru ada lagu banyak, padahal aku sudah download lagunya di Spotify,eh malah harus pake data buat nyetel",3,netral
bikin versi lite plis,5,positif
karena bisa gratis dan Mita tolong kurangin iklan nya biar GK kyk resso,5,positif
🫰🫰🫰🫰,5,positif
suka,5,positif
Lagu yg kucari semua ny ada,4,positif
okeee,5,positif
tolong jangan di download nanti 3bulan bayar baru bisa dengar musik Spotify anj jangan download nanti menyesal,1,negatif
kebanyakan iklan,1,negatif
iklannya lama banget,1,negatif
boikot Spotify kecewaaa²,1,negatif
BAGUSS BGTT AKU KASIH BINTANG 5 YAA🤍🕸️,5,positif
bagus,5,positif
Bagus 🙏,5,positif
kebanyakan iklan dulu ga begini ....,1,negatif
bagus,5,positif
aplikasi bagus tapi 1 musik 10 iklan🗿,4,positif
bagus,5,positif
bagus,5,positif
"kebanyakan iklan, males",1,negatif
wao bagus ini apk,1,negatif
apk nya bagus banget,4,positif
"Saya sangat puas dan apresiasi pokok nya,semoga tambah keren dan semakin lebih baik untuk kedepan nya",5,positif
"Iklan 3 smpai 4? Milih lagu dibatasi per hari? sgitunya bnget ya untuk user gratisan HAHA. pngen bnget dibeli? Udh terlihat bnget kesenjangan sosialnya antara berbayar dgn free ya bre. Knp ga skalian app lu full berbayar aja? Miris. Update, iklannya udh dipangkas jdi 1 smpe 2 doang jdi okelah",3,netral
mantap,5,positif
"bener bener mantap ngga ada iklanya,pokoknya joslah,,,mantul",5,positif
full iklan😹,1,negatif
bagus,5,positif
"iklan nya kurang banyak asli, maksa bgt pengen di premium",1,negatif
boikot,1,negatif
"kikir bet ajg baru 1 lagu udh iklan,mana ikalnnya 3 kali lgi",5,positif
"iklannya bnyk bgtt, gw seru bgt!!!",1,negatif
Good,5,positif
aku suka spotify,5,positif
iklan nya bisa di hapus gak udah sukur sukur di bukak apk nya Masi aja mau cari untung lewat iklan banyak kek gitu ..lagunya satu iklannya 3 mending hapus aja,1,negatif
karena aplikasi ini sangat bagus,4,positif
buruk,1,negatif
kayak Maksa banget Minta dibayar yang sebulan itu,2,negatif
"1 lagu 1000 iklan, kebelet haji",1,negatif
boikot spotify,1,negatif
good,5,positif
keren,4,positif
aplikasi kikir mendingan pakai aplikasi musik yang lain yang setiap musiknya bisa putar sepuasnya ini aplikasi sampah,1,negatif
"Spotify? menjadi penyelamat jalan?,maaf Saya lebih suka YouTube Music daripada Spotify Karena musik di Spotify banyak AI (musik jelek) & YouTube Music tidak.",1,negatif
bagus,5,positif
mantap nyo,5,positif
kikir,1,negatif
bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,positif
mantapp,5,positif
good,5,positif
pokok yahhh bagusss bagusssss,5,positif
bagus banget,5,positif
bagus bgttt👍,5,positif
mendengar musik tanpa gangguan iklan,5,positif
"iklan makin hari makin banyak, kikir",2,negatif
"mendaftar susah, mending goyutu.",1,negatif
kikir,1,negatif
mntep ni apk,5,positif
kikir,1,negatif
membuat ku nyenyak satt tidur,5,positif
"lagu banyak jenis dari pop,rock,galau,breakbeat kekurangan nya masih ada iklan",4,positif
"Nggak suka! Spotify sekarang nggak kayak yg dulu. Aneh, nggak asik!",1,negatif
Ok,1,negatif
jelek kek isriwil,1,negatif
apk kikir,1,negatif
"sering error, tiba tiba keluar sendiri dari akun ku dan gabisa login lagi sering banget",1,negatif
bagusss,5,positif
sangat buruk,1,negatif
Bagus bngt si buat nemenin waktu luang Ama mau tidur,5,positif
iklan lu bnyk bgt ege,1,negatif
"BANYAK BETULL IKLANNYAAA, yh si kl gmau ad iklan beli prem tapi ini biasanya iklan ga sesering ini skrg jd SERING BGT MANAAA LAMA"" BGT LAGIIII. GASUKAKKKKKKKK",1,negatif
"masa pilih lagu aja dibatasi,perasaan dulu ga kek gitu?mau skip juga dibatas,maksa banget premium",1,negatif
aplikasi makin lama makin kikir awal 3 iklan jadi 4 iklan padahal cuma nuker lagu doang,3,netral
best,5,positif
pelit,1,negatif
"iklann Mulu , stress lama²",1,negatif
funk🔥🔥🔥🔥🔥,5,positif
great apps,5,positif
iklan nya lama,1,negatif
aplikasi ini makin lama makin pelit dikit² premium dikit² premium masa baru denger dua lagu udh gabisa denger lagu dan harus nunggu besok perasaan dulu gak SE kikir ini dah 😠,2,negatif
aplikasi kikir iklan samapai 4,1,negatif
bagus,5,positif
makin kesini ni apk makin kikir sumpah,1,negatif
goodjob,5,positif
Mantap,5,positif
"bagus cuma kok sekarang iklannya maruk, yang tadinya cuma 2 sekarang malah jadi 4",3,netral
"overall udah baguss bangettt, tapi ada beberapa lagu yang tidak ada liriknya saya harap dapat diperbaiki atau ditambah yaa",5,positif
"It's just good, I like this application",5,positif
BOIKOT THIS APK!!!!!!!!,1,negatif
Bagus tapi sekarang mulai kikir,5,positif
ini semua gratis thank Spotify,5,positif
masih jaman berbayar?? lawak wkwkwkwk,1,negatif
bagus banget ada sumua lagu yg aku cari,5,positif
sangat bagus,5,positif
sangat bagus andai saja ga feremiun juga bisa ga ada iklan,5,positif
ayoo boikot Spotify,1,negatif
bagus enak di denger,5,positif
akun gratis gak bisa dengerin lagu sepuas nya secara milih sendiri padahal dulu bisa milih lagu sendiri sepuasnya,1,negatif
cakep,5,positif
"bagus banget layar utamanya,lagunya pas GK kedikitan GK kebanyakan yang kyk album,pokoknya besty😻😍",5,positif
"cokk iklan sampe 3 bangke😵😵😵😵 sekali 2kali oke, ini setiap iklan 3 sisan bangke",3,netral
jelek banget 🤮🤮🤮🤮🤮🤮🤮,1,negatif
mantul bet tolong kasih saya premium gratis🤣,5,positif
kikir. itu Iklan udh 4 gwe dah bosen dengerin 1 domba 2 domba 3 an,4,positif
boikot,1,negatif
"sebenarnya udah bagus apk nya tapi kayak terlalu memaksakan untuk premium, iklan 4 , terlalu dibatasi dan asal admin tau GK semua orang denger musik Mulu ada yg denger KLO lagi melakukan aktivitas sehari-hari atau aktivitas tertentu dan musik itu justru menjadi hiburan dan KLO seperti ini sumpah bikin gk mood,kesel bad mood dan gejala kehilangan akal sehat lainnya dan juga itu keitung mahal tau buat sebagian orang 😌🙏🏻 Izin🙏🏻",3,netral
bagus sih tapi aku pengen kalo pas nyari lagunya tu ga pake wifi,5,positif
enak aja sih cocok buat santai 😘,5,positif
"banyak iklan nya kadang kadang ngelag, dukung isriwil lagi",1,negatif
boikot,1,negatif
kebanyakan iklan,1,negatif
"bagus bgt, coba cari lagu kita ""Prabowo bawa sawit nya""",5,positif
"masih bagus seperti dulu, tapi sekarang lagu update kurang lengkap dan banyak iklan. tapi lumayanlah.",3,netral
yeu iklan bejibun bener,1,negatif
kebanyakan iklan,1,negatif
"joss banget pokoke, download aja ngasi raa download, premium luwih enak noo iklan"" raa kaya sebelah premium kakean iklann🤭🤭",5,positif
ya ampun ini kikir bet anjir iklan nya makin lama makin banyak jirr ku kasih empat karna ku suka dengerin tapi woyyy iklan 4 tuh lama banget coy,4,positif
"sebenarnya dari keseluruhan udah bagus apk ini, minus nya cuma kena batasan aja. gpp iklan banyak mau 3-4 kek terserah, tp jangan dibatasi juga lah.",1,negatif
ini Spotify nya sangat bagus ku tengok tengok,5,positif
Bisa Dengar Lagu yang indah dan bagus nada nya rapih Ada yang galau Dan Ada yang menyenangkan Pokoknya Spotify Bagus dan Asik di pakai dan enak di dengar👍🏻🤩,5,positif
gacor,5,positif
iklannya ga enak didengar beda dengan iklan apk lain.,1,negatif
"tolong diperbaiki bug nya, masa lagi dengerin musik tiba' berhenti gajelas, mana ber kali'",3,netral
mantap cok,3,netral
mending bikin lagu sendiri dah lu iklan 1 menit lebih,1,negatif
the most platform that attract me soooo farrr.,5,positif
"I LOVE THIS APP SO MUCHHH 💕 mau ngapain pun harus sambil dengerin musik di spotify 😆😆 minus hrs premium aja si kalo mau offline ehhhe, tp gpp aku TETEP SUKAA MUSIK THROUGH SPOTIFY 💋",5,positif
bagus tapi banyak iklan,5,positif
bagus mudah mencari lagu tapi agak sedikit bug,4,positif
"fitur-fitur premium yang ditawarkan kurang lebih sama dengan aplikasi musik lain,dengan harga lebih murah daripada spotify. singkatnya harga premium terlalu OVERPRICE",3,netral
"tolong kpd pihak spotify saya sudah membeli paket premium standar hari ini dan sukses payment nya tpi akun saya belum jga menjadi akun premium, tolong bantuan nya. Terima kasih",5,positif
bagus bisa dengar lagu apa lagi sampai main game,5,positif
"Spotify makin kesini makin kesana! Dulunya seru poll sekarang yang paling bikin kesal iklannya (Bukan premium) bukan satu lagi tapi 4 woii, 4 iklan per satu lagunya. Tolongg 🙏🥲",1,negatif
tidak bisa mendownload musik karena harus premium dan kenapa harus premium agar boleh mendownload musik,4,positif
sangat kikir 😡😡,1,negatif
sering terjadi tidak ada koneksi padahal jaringan lancar aja,1,negatif
"bgus, bisa ndengerin smua lagu. i luv u ariana n the weeknd!",4,positif
"apk kikir monyet, iklan nya banyak bener",1,negatif
"apk ny terlalu ambil ke untungan, masa skrng milih lagu sendiri aja harus bayar/premium",2,negatif
seruhh bisah cari lagu Mandarin juga,5,positif
boikot,1,negatif
apaan kouta gua habis cuma buat loading iklan balikin kouta gua,1,negatif
asik,5,positif
bagus cuma iklannya lama bangat,5,positif
buruk sekali,1,negatif
dengerin lagu 2 doang iklan bisa 6 kali njir,1,negatif
gaada kata kata cuman iklan doang,5,positif
aku suka mendengarkan musik dan ada nya aplikasi ini aku lebih sering mendengar musik musik baru,5,positif
semoga improve,1,negatif
ini sangat penting untuk mendengarkan musik,5,positif
cocok untuk galau,5,positif
lagu nya lengkapp,5,positif
"ini aplikasi lama lama makin maruk, udahlah banyak iklan terus pas aku mau ganti lagu secara manual malah ga bisa, pas di cek malah harus premium dulu baru bisa ganti lagu secara manual, jangan maruk lah, nanti ni aplikasi di boikot malah panik, minimal jangan nyusahin lah, tau ni aplikasi punya lu, tapi jangan maruk cok, masa ganti lagu secara manual harus bayar, ga ngotak, mikir lah sekarang banyak di sosial media pada koar koar mau boikot lu,kamu seharusnya cari cara buat kelarin masalah",3,netral
🤢,1,negatif
kami bisa mendengar lagu enak dengan Spotify pokok nya enak banget🤩🤩,5,positif
bagus😁 ^⁠_⁠^(⁠✷⁠‿⁠✷⁠),4,positif
sya sangat suka,5,positif
banyak iklan sampai 4 kali mana lama lagi iklannya ngulang terus sampai lebih hapal lirik iklan dari pada lagu,1,negatif
iklannya ga ngotak,1,negatif
semua lagu ada di sini keluar aplikasi pun tetap ke stel mantap 5,5,positif
bikin candu,5,positif
i love this apps,5,positif
terlalu banyak iklan,1,negatif
bagusss,5,positif
banyak iklan,1,negatif
saya ingin mendengarkan lagu tapi saat ingin memencet lagu harus beli spotfy premiun,1,negatif
aplikasi ini sangat baik menurut saya pribadi. mudah mencari lagu favorit,5,positif
bagus,5,positif
"banyak bgt iklannya, udh gtu batas milih lagunya jadi makin dikit padahal dlu gak segininya. kenapa tmbh kikir sih",3,netral
"aplikasinya bagus cuman itu Knpaa iklannya jadi banyak anjirr sampe 4x😭, biasanya 3x ini sampe 4x, seriusan Spotify wkwkw mau marah tapi ngakak anjirlahh 😭🤣",5,positif
seru bgt sumpah,4,positif
"bagus sekali aku suka dengerin suaranya jernih, tapi saran aku jangan terlalu banyak iklan kalau terlalu banyak orang bisa muak kali😊😊",4,positif
iklan nya gabisa apa cuma 1? ini 4 bejir iklan nya,3,netral
mantap,5,positif
bagus lah lagu nya tapi saya blom beli premium,3,netral
"banyak iklan,masa iklan nya ada 4?!?!, kaya gimana gitu..Free 🍉🍉",1,negatif
bagusss bingitt lhoo minusnya kurang suka aja kalo berbayar gitu sama iklan nya lumayan lah bisa di terima gituu heheheh.,5,positif
seru buat dengerin lagu untuk bersih bersih,5,positif
jelek,1,negatif
kikirrrr banget,1,negatif
top abis aplikasi ini,4,positif
"OMAYGOT, YANG SUKA BANGET SM MUSIK WAJIB DOWNLOAD INI!!! BAGUSS BAMHETT WOUYYYY... walaupun ga prem nih yaa tetep sama anjrer GUT COBAIN GA!!/ jujur ya aku rada kesel sm orang yang bilang 'iklan malea banget"" sorry to say nih yaa yang nama nya GRATIS itu harus nya taudiri.. udah gratis banyak mau lagi.",5,positif
membuat kita lebih tenang...,5,positif
bgsss bgttt sihhh aku sukaa aplg ak yg sk galau lg bkn nenangin plcc,5,positif
download cepat tidak ribet,5,positif
boikot,1,negatif
boikot,1,negatif
good,5,positif
sangat bagus,5,positif
"makin kikir AHAAHAHAAHAHA, iklan 4/4, ngga boleh skip lagu ke bagian tertentu, batas harian pemutaran lagu, ngga sebanding sama viturnya",1,negatif
baik,4,positif
bagus.,5,positif
"spotify bikin mood ku naik lagi saat lg down ada banyak lagu nasyid,yang selalu ngingetin kalo apapun kembali pada Allah",5,positif
iklan nya kebanyakann,2,negatif
sangat bagus,5,positif
suaranya jernih bagus aplikasi ini,5,positif
"aplikasi tambah kikir, iklan banyak banget gak kayak dulu",1,negatif
bagus cuma mines harus berlangganan,5,positif
just no..,1,negatif
Iklan mulu!. kaya maksa bgt biar orang pake premium!,1,negatif
BAGUSSS LEBIHH BAGUS LAGI KALAU YG PREMIUM GRATISSSS,4,positif
mungkin karna masalah yang di luar sana ini aplikasi jadi makin banyak iklan dan batasan buat yang pake paket gratisan bukan bermaksud tapi ini beneran terjadi ke gw,3,netral
aplikasi nya sudah bagus cuma mohon tambahkan lagu lagu ponk nya🙏,5,positif
aplikasi ini lumayan bagus menurut saya,2,negatif
banyak iklan nya dan kalo kita pilih lagu itu lagu nya gak sesuai yg kita pencet,1,negatif
aplikasi yg cukup bagus bahkan sangat bagus untuk mendengarkan musik,5,positif
sangat bagus,5,positif
iklankan nya banyak banget,4,positif
Bagus Banget,5,positif
bagusss banget aplikasinya,5,positif
mantap,5,positif
boikot spotify,1,negatif
sangat sangat baik dan aku suka dengar lagunya,5,positif
aplikasi apa ini baru dengerin 1 musik langsung iklan 4 biji lu mau jualan ikan di sini kalau mau jual iklan doang mending lu APUS dah aplikasi nya lebih mending pakai go tube mana iklannya lama lama lagi,1,negatif
best,5,positif
munculin terus teks lirik nya bang mau ngehapal lagu nya biar enak haha,5,positif
"Tolong kurangi iklannya, kebanyakan",2,negatif
lagunya sering ilang-ilangan pdhl sinyal & wifi baik baik ajam,2,negatif
boikot,1,negatif
koleksi musik enak,5,positif
karna Spotify ituu enak d dnger apa lagi KLO lagi main game beuhhh seru di denger nyaaa,5,positif
👍,5,positif
bagus bngt,5,positif
sangat bagus,5,positif
penasihat yang aneh makan uang pemaksaan,1,negatif
"Wah lha kok banyak ulasan negatif,saya yg mau nyoba dowload ahkirnya gak jadi,terlalu banyak iklan sih katanya.",1,negatif
"bagus sih emang aplikasinya, cuma aku mls banget!!! sama iklannya, dah lama terkadang banyak lagi, dan yg paling gua benci!!!!! itu kalo kita keseringan ganti lagu,jadinya: yg diputar apa, yg keputar apa, kan ja....!!!!! banget banget, pluss langganannya mahal lagi, t..²",1,negatif
boikot,1,negatif
untuk pakai aplikasi ini sangat mudah ..tampa iklan dan enak dengar music ini,5,positif
ni apk laper bngt men masa iklan bisa 3-5iklan gila bngt men asli😡😡😡,2,negatif
"kurang banget,klo mau ganti lagu tersrh kita hrus bayar males dengerin disini jdinya padahal dulu ga kya gini",1,negatif
sangat gampang dan mudah pegoperasiannya,5,positif
"gilaaaa!! iklan sampe 3 kali, kenapa kalian bangkrut? butuh banget kaaah? ngalah ngalahin YouTube mending uninstall pake jox lebih worth it",1,negatif
"aplikasi bagus,cuma iklan yg bnyk 😭😭",5,positif
"terlalu banyak iklan yg mengganggu, apakah sedipaksa itu kita buat jdi premium? 1 musik iklannya bisa 3 x hadeuh. uninstall aja deh masih bnyak apk sejenis yang gak kebanyakan iklan",1,negatif
easily forwarded.,4,positif
suka banget.. apalagi slalu ada konten nct jnjm/dream wkt mreka cb,5,positif
"untuk pengguna gratisan lebih baik jangan instal ini, iklannya makin kesini makin panjang.",2,negatif
ternyata ga bisa dipake offline hrs tersambung dg internet terus,2,negatif
"Amazing easy, best apps I know, Thanks.",5,positif
saya suka denger lagu,5,positif
ok,5,positif
ini sangat bagus,5,positif
"Aplikasinya bagus, lengkap, tapi iklannya itu lohhh meskipun iklannya kreatif tapi durasinya terlalu lama🥲🥲",5,positif
pilihan music favorite,5,positif
hampir semua lagu bisa didengar di apk ini tetapi terbatas,5,positif
alamak kikir nyoo,1,negatif
sangat burukk!!!,1,negatif
"lagunya bagus bagus, tapi makin kesini iklan ga ngotak!!!!!!",2,negatif
musik apa pun ada tinggal klik aja mudah d akses dn SMG slalu menjaga kwalitas y,5,positif
bagus banget bagi lima,5,positif
"Ini apa-apa premium gimana orang mau nikmati app nya🙏 Saya ga keberatan yang namanya premium, tapi ini premiumnya ga ngotak. Masa mau ganti musik atau memilih dari playlist harus premium, tau kok sepele tapi agak berlebihan maksa harus premium.",2,negatif
milih lagu apa yg di putar apa. gajelas bgt apa apa hrs premium. kalo iklan ak masi bisa nerima tp ini ak milih lagu nya apa yg di putar apa aneh bgt g perna sekecewa ini,1,negatif
kikirr iklannya kok jadi banyak😭,1,negatif
kikir banget cuh,1,negatif
😍👍👍👍,5,positif
boikott spotifyy,1,negatif
suka apk nya tapi ga suka iklannya 🥲,4,positif
bagus,5,positif
bagus bre musicnya,5,positif
baguss lagu yang kita inginkan 😘😘🤟🤟,5,positif
1 LAGU 4 IKLAN ANJ,1,negatif
kikir,1,negatif
makin lama makin banyak iklan jelek.,1,negatif
aplikasi ini sangat cocok bagi saya yang suka mendengarkan musik,4,positif
woww!,5,positif
HUUU BOIKOTTTT HUUUU JELEK JELEEEKK,1,negatif
"baru 2 lagu udah iklan, pernah smpe 5 iklan akhirnya gue skip pake matiin data gue, ga ngotak lu laper yak??????",1,negatif
kikir,1,negatif
bagus banget,5,positif
HALO AKU RONY PARULIAN ASU,1,negatif
"Kok semakin ribet sih sekarang pindah² lagi sudah di batasi cuma bisa 6 per jam,semakin aneh saja",3,netral
burukk,1,negatif
"gua ud apus shopp* demi instal lu ya, awas aja kl iklan nya mkin banyak",5,positif
"aplikasinya udh ga asik, iklan nya gila bngt. harga spotify premium juga naik, mening pindah ke sebelah ajaaa",1,negatif
bagus dan menarik cocok buat yg suka musik atau cerita lainnya☺️🎀🖤,5,positif
masih dukung is REAL dengan sumbangan mu?,1,negatif
"Sumpah semenjak gw pake apk ini, uang gw di dana kagak ada tau kemana, tau di ambil, tau kek mana gw ngk tau, yg paling penting, intinya uang gw kagak ada di dana, dan semenjak gw pake apk ini..😮‍💨😮‍💨",2,negatif
kikir,1,negatif
"saran aku kurang kurngin iklannya, boleh kok pake iklan ""namanya juga cari penghasilan "" i know that tapi kalo berlebihan bikin yang dengerin lagu itu muak dan bosen apalagi durasi iklan nya yang lama,aku yang mau me time dengeri lagu jadi ga mood gegara iklan nya yang kebanyakan trus kata aku jangan di kasi pembatasan gitu kaya ga bebas aj dengerin lagu nya, sekian opini saya maaf apabila menyakiti hati prodeser/kalian semua.",2,negatif
enak,5,positif
boikot,1,negatif
good,5,positif
dukung isrontol mending APUS,1,negatif
oke bagus kok,3,netral
iklan banyakin kalo bisa 10 iklan setiap musik,1,negatif
WOOOW ... sungguh LUAR BIASA,5,positif
KAPITALIS nya Hypercapitalism bangett yaa,1,negatif
makin kikir,1,negatif
iklan nya keterlaluan mentang mentang ga prem,2,negatif
"yg versi gratis iklanya makin gak ngotak, dulu gak gini amat cuk",1,negatif
kikir,1,negatif
kurangin iklan nya jangan terlalu memaksa orang ngemis amat ini aplikasi,1,negatif
enak bgtt buat dengerin musik pas mau tidur btw kalo kalian mau yang ga iklan premium aja yaa,5,positif
ok mantapz,5,positif
"kenapa barusan bgt aku dengerin spotify tiba-tiba gak bisa pilih sendiri lagunya, harus premium, kemaren² ga harus premium, tolong perbaiki, dan untuk saat ini aku hapus dulu apk nya, karna yaa itu alasanya, apalagi sering bgt muncul iklan, mengganggu bgt🙁",1,negatif
mantap,5,positif
bagus,5,positif
aplikasi jelek banyak iklan,1,negatif
yang tadinya denger 1 lagu mau santai sambil ngopi di teras jadi males karena tiba-tiba kebanyak iklan,1,negatif
waktu aku bilang ke mamaku aplikasi ini keren lo ma. ehh beberapa saat kemudian mamaku marah ² samaku soalnya waktu lagu diputar lagunya kecil kali walau udah gede speaker nya tapi giliran iklan wahhhhhh anjir besar kali suara nya 🥲🥲🥲😡😡😡😡,1,negatif
app andalan buat nemonon kerja 🔥,5,positif
bagus banget deh pokok nya kalo bagi ku gk ada kurangnya,5,positif
apk NYA bagus banget tapi tolong iklannya itu lohh mengganggu banget😭 jadi tolong ya iklannya dihapus aja ❤ moga di notis,5,positif
sekarang fitur nya ribet jierrrn 🗿🗿🙏🏻,3,netral
koret pisan ihh 2 lagu 4 iklan maksa banget buat premium,2,negatif
asik tapi kerena iklan nya saja,4,positif
terlalu banyak prabayarnya,1,negatif
banyakan iklan,1,negatif
lu kikir bgt anjir,1,negatif
ga bisa berkata¹ lgi intinya spotify debes luvluv pokonyamahh,5,positif
kenapa jadi kaya gini lah padahal dulu gak deh,2,negatif
iklan nya kebanyakan lama nunggu,1,negatif
aplikasi yang bagus,5,positif
malam² minum kopi enak ya sambil dengerin lagu innocent,5,positif
good,5,positif
sangat buruk,1,negatif
iklan di banyakin makin kikir,1,negatif
godjob,5,positif
"ngebug sih bre, tapi gapapalah, enggak enak aku",5,positif
sampahhh iklan mulu heran tiap ganti iklan mana lama lagi iklan nya sampah,1,negatif
aplikasinya memang bagus tapi iklan nya kurangi dong pengalaman saya jadi berkurang kalau begini.asal mutar lagu harus premium katanya gimana sih gak semua orang mau premium cuman dengan 1 lagu doang iklannya sampai 4 tolong dong betulin lagi sudah itu lagunya gak sesuai sama yang kita pilih malah muncul yang lain katanya butuh premium tolong dong di perbaiki kalo gini mana ada orang yang mau.sudah itu saja ulasan saya nanti kalau sudah diperbaiki saya kasih bintang 5,2,negatif
kikir,1,negatif
widih banyak lagu viral tak viral seru,5,positif
iklan terus ah mls,2,negatif
terlalu banyak iklan,1,negatif
wah mantap lah nih buat dengerin musik sama podcasf,5,positif
"bagus si cma bnyak iklan kalo ga prem, Israel",2,negatif
